Ticker,close,date,high,low,month,open,volume,COMPANY,sector,time,daily_return,daily_return_std,cumulative_return,yearly_return
ADANIENT,2387.25,2023-10-03,2424.9,2372.0,2023-10,2418.0,2019899,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,,0.0,1.0,-0.06670855586972457
ADANIENT,2464.95,2023-10-04,2502.75,2392.25,2023-10,2402.2,2857377,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.03254791077599741,0.0,1.0325479107759974,-0.06670855586972457
ADANIENT,2466.35,2023-10-05,2486.5,2446.4,2023-10,2477.95,1132455,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.0005679628390028564,0.0,1.0331343596188083,-0.06670855586972457
ADANIENT,2478.1,2023-10-06,2514.95,2466.05,2023-10,2466.35,1510035,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.004764125124171346,0.0,1.0380563409781127,-0.06670855586972457
ADANIENT,2442.6,2023-10-09,2459.7,2411.3,2023-10,2440.0,1408224,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.014325491303821476,0.0,1.023185673892554,-0.06670855586972457
ADANIENT,2498.3,2023-10-10,2517.95,2443.0,2023-10,2443.0,1771910,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.022803569966429328,0.0,1.046517959995811,-0.06670855586972457
ADANIENT,2488.6,2023-10-11,2538.0,2482.5,2023-10,2533.9,1627836,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.0038826401953329353,0.0,1.0424547072991934,-0.06670855586972457
ADANIENT,2506.35,2023-10-12,2521.75,2490.65,2023-10,2499.9,1804818,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.00713252431085751,0.0,1.049890040841973,-0.06670855586972457
ADANIENT,2454.55,2023-10-13,2495.0,2422.35,2023-10,2488.9,2278682,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.020667504538472173,0.0,1.0281914336579747,-0.06670855586972457
ADANIENT,2429.35,2023-10-16,2464.7,2421.85,2023-10,2454.55,803856,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.010266647654356306,0.0,1.0176353544873808,-0.06670855586972457
ADANIENT,2428.4,2023-10-17,2462.0,2423.5,2023-10,2459.95,707543,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.0003910511042047536,0.0,1.0172374070583308,-0.06670855586972457
ADANIENT,2406.35,2023-10-18,2441.75,2401.05,2023-10,2440.0,776977,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.009080052709603105,0.0,1.0080008377840612,-0.06670855586972457
ADANIENT,2402.2,2023-10-19,2414.7,2382.55,2023-10,2400.0,1168822,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.0017246036528352447,0.0,1.006262435857158,-0.06670855586972457
ADANIENT,2393.75,2023-10-20,2443.95,2382.05,2023-10,2398.05,1240350,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.0035176088585462573,0.0,1.0027227981987645,-0.06670855586972457
ADANIENT,2308.65,2023-10-23,2412.35,2301.8,2023-10,2397.8,1483549,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.03555091383812007,0.0,0.9670750863964817,-0.06670855586972457
ADANIENT,2257.0,2023-10-25,2348.05,2235.3,2023-10,2320.0,1540819,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.02237238212808355,0.0,0.9454393130170702,-0.06670855586972457
ADANIENT,2203.2,2023-10-26,2249.0,2167.05,2023-10,2249.0,2226073,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.023836951705804247,0.0,0.9229029217719136,-0.06670855586972457
ADANIENT,2261.7,2023-10-27,2275.0,2212.0,2023-10,2222.0,1244293,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.02655228758169935,0.0,0.9474081055607919,-0.06670855586972457
ADANIENT,2299.1,2023-10-30,2305.0,2250.0,2023-10,2260.05,996448,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.016536233806428834,0.0,0.9630746675044509,-0.06670855586972457
ADANIENT,2294.65,2023-10-31,2320.0,2276.0,2023-10,2320.0,1155280,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.0019355399939105817,0.0,0.9612105979683739,-0.06670855586972457
ADANIENT,2217.3,2023-11-01,2312.25,2207.0,2023-11,2299.0,1666579,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.033708844486087165,0.0,0.9288092994030792,-0.06670855586972457
ADANIENT,2215.3,2023-11-02,2297.95,2204.2,2023-11,2247.0,2340997,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.0009019979254047715,0.0,0.9279715153419209,-0.06670855586972457
ADANIENT,2229.85,2023-11-03,2279.0,2215.0,2023-11,2215.3,1853300,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.006567959192885716,0.0,0.934066394386847,-0.06670855586972457
ADANIENT,2246.0,2023-11-06,2260.0,2233.0,2023-11,2253.95,770061,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.007242639639437672,0.0,0.9408315006806998,-0.06670855586972457
ADANIENT,2233.35,2023-11-07,2260.0,2226.65,2023-11,2257.0,641554,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.005632235084594876,0.0,0.9355325164938739,-0.06670855586972457
ADANIENT,2259.95,2023-11-08,2298.0,2235.0,2023-11,2245.3,1169180,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.01191035887791878,0.0,0.9466750445072785,-0.06670855586972457
ADANIENT,2214.65,2023-11-09,2272.6,2210.1,2023-11,2269.0,1267890,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.02004469125423117,0.0,0.9276992355220446,-0.06670855586972457
ADANIENT,2205.1,2023-11-10,2237.0,2198.5,2023-11,2220.25,1072597,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.004312193800374859,0.0,0.923698816630014,-0.06670855586972457
ADANIENT,2211.35,2023-11-12,2226.0,2205.1,2023-11,2219.7,148320,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.0028343385787492634,0.0,0.9263168918211334,-0.06670855586972457
ADANIENT,2213.65,2023-11-13,2241.9,2195.55,2023-11,2215.5,853633,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.0010400886336401664,0.0,0.9272803434914655,-0.06670855586972457
ADANIENT,2225.4,2023-11-15,2250.0,2220.5,2023-11,2240.0,696475,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.005307975515551238,0.016120339364723953,0.93220232485077,-0.06670855586972457
ADANIENT,2205.9,2023-11-16,2232.8,2196.1,2023-11,2226.0,1307584,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.008762469668374224,0.014755376598507097,0.9240339302544772,-0.06670855586972457
ADANIENT,2208.8,2023-11-17,2237.95,2201.0,2023-11,2205.9,916518,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.0013146561494175124,0.014763257196299943,0.9252487171431567,-0.06670855586972457
ADANIENT,2149.85,2023-11-20,2218.5,2142.0,2023-11,2211.0,1577213,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.026688699746468793,0.015259936638541902,0.9005550319405176,-0.06670855586972457
ADANIENT,2196.65,2023-11-21,2232.55,2158.35,2023-11,2160.0,1839502,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.02176896062515998,0.015878070148296546,0.9201591789716203,-0.06670855586972457
ADANIENT,2172.65,2023-11-22,2225.0,2153.5,2023-11,2205.15,1247205,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.010925727812805862,0.015134763237921676,0.9101057702377214,-0.06670855586972457
ADANIENT,2175.25,2023-11-23,2190.0,2160.6,2023-11,2190.0,729114,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.0011966952799576135,0.015170659913797856,0.911194889517227,-0.06670855586972457
ADANIENT,2225.45,2023-11-24,2251.95,2160.9,2023-11,2179.0,1946259,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.023077807148603524,0.015851380329668718,0.9322232694522987,-0.06670855586972457
ADANIENT,2423.5,2023-11-28,2512.4,2275.0,2023-11,2301.0,11972275,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.08899323732278874,0.022908390748457234,1.0151848361084932,-0.06670855586972457
ADANIENT,2396.6,2023-11-29,2477.65,2390.0,2023-11,2468.7,4561574,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.011099649267588236,0.02292154295835695,1.003916640485915,-0.06670855586972457
ADANIENT,2358.55,2023-11-30,2409.0,2343.05,2023-11,2400.05,2983879,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.01587665859968277,0.023099557757079083,0.9879777987223797,-0.06670855586972457
ADANIENT,2362.7,2023-12-01,2403.35,2354.1,2023-12,2370.0,1792983,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.0017595556591972338,0.023049017373254307,0.9897162006492828,-0.06670855586972457
ADANIENT,2531.2,2023-12-04,2595.0,2487.45,2023-12,2549.95,5681516,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.07131671392897956,0.026499353895108227,1.0602995078018642,-0.06670855586972457
ADANIENT,2959.35,2023-12-05,2999.9,2531.2,2023-12,2531.2,22879079,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.1691490202275601,0.04036594752322428,1.2396481306943137,-0.06670855586972457
ADANIENT,2883.95,2023-12-06,3154.55,2844.85,2023-12,3080.0,19355777,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.025478567928768174,0.040033194844658865,1.2080636715886481,-0.06670855586972457
ADANIENT,2887.15,2023-12-07,2945.9,2853.05,2023-12,2900.0,6325887,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.0011095892785936902,0.03964316934080618,1.2094041260865014,-0.06670855586972457
ADANIENT,2822.15,2023-12-08,2927.0,2760.0,2023-12,2902.7,6959428,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.022513551426146892,0.039606147283354286,1.1821761440988587,-0.06670855586972457
ADANIENT,2855.8,2023-12-11,2919.9,2811.05,2023-12,2837.05,5064123,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.011923533476250409,0.0394723357442789,1.1962718609278462,-0.06670855586972457
ADANIENT,2857.65,2023-12-12,2895.95,2840.55,2023-12,2869.1,2017772,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.0006478044680999751,0.03946746066283652,1.1970468111844175,-0.06670855586972457
ADANIENT,2875.05,2023-12-13,2899.1,2805.0,2023-12,2860.0,2805832,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.006088919216839042,0.0394251403589665,1.2043355325164942,-0.06670855586972457
ADANIENT,2894.05,2023-12-14,2932.95,2887.0,2023-12,2900.95,3224681,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.006608580720335298,0.038624809267390474,1.2122944810974974,-0.06670855586972457
ADANIENT,2991.8,2023-12-15,3000.0,2893.9,2023-12,2912.05,4921484,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.033776195988320865,0.038818492453823725,1.2532411770866063,-0.06670855586972457
ADANIENT,2980.6,2023-12-18,3027.75,2961.1,2023-12,2993.95,2315922,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.0037435657463735115,0.03890229924364841,1.24854958634412,-0.06670855586972457
ADANIENT,2941.25,2023-12-19,2994.35,2915.0,2023-12,2988.8,1741493,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.013202039857746732,0.039137871588358464,1.2320661849408319,-0.06670855586972457
ADANIENT,2783.85,2023-12-20,2968.0,2766.2,2023-12,2946.0,3417739,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.053514662133446696,0.04072944588683845,1.1661325793276787,-0.06670855586972457
ADANIENT,2799.75,2023-12-21,2821.95,2725.0,2023-12,2750.0,2678577,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.005711514629020993,0.04072528811456962,1.1727929626138867,-0.06670855586972457
ADANIENT,2808.35,2023-12-22,2847.6,2791.4,2023-12,2815.95,1513956,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.0030717028306098434,0.04039537572473527,1.176395434076867,-0.06670855586972457
ADANIENT,2865.45,2023-12-26,2893.75,2800.1,2023-12,2817.0,2048484,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.0203322235476347,0.04037250816974658,1.2003141690229344,-0.06670855586972457
ADANIENT,2843.35,2023-12-27,2894.8,2833.6,2023-12,2880.7,1698325,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.007712575686192364,0.04047840379144978,1.191056655147136,-0.06670855586972457
ADANIENT,2809.9,2023-12-28,2867.35,2800.1,2023-12,2855.0,4102912,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.011764292120210252,0.04063413575492192,1.1770447167242646,-0.06670855586972457
ADANIENT,2848.95,2023-12-29,2863.3,2802.85,2023-12,2823.9,1507086,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.0138972917185664,0.04063945934182164,1.1934024505183791,-0.06670855586972457
ADANIENT,2917.2,2024-01-01,2947.0,2842.05,2024-01,2852.3,2898619,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.02395619438740589,0.04058490291693107,1.221991831605404,-0.06670855586972457
ADANIENT,2932.4,2024-01-02,2948.2,2841.0,2024-01,2922.0,2671368,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.005210475798711187,0.040562029323241246,1.2283589904702068,-0.06670855586972457
ADANIENT,3003.0,2024-01-03,3199.0,2955.6,2024-01,3047.0,19725411,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.024075842313463342,0.04002382411381177,1.2579327678290924,-0.06670855586972457
ADANIENT,2998.3,2024-01-04,3044.45,2990.0,2024-01,3039.4,2975620,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.0015651015651015046,0.0400527063485908,1.2559639752853706,-0.06670855586972457
ADANIENT,3006.6,2024-01-05,3066.9,2981.1,2024-01,3009.95,3219949,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.002768235333355477,0.03987005563325981,1.2594407791391773,-0.06670855586972457
ADANIENT,2963.5,2024-01-08,3027.0,2952.95,2024-01,3020.0,1849061,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.014335129382026178,0.040110015629743305,1.2413865326212172,-0.06670855586972457
ADANIENT,3014.6,2024-01-09,3068.8,2980.0,2024-01,2990.7,2885706,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.017243124683651058,0.04006399781348829,1.26279191538381,-0.06670855586972457
ADANIENT,3098.2,2024-01-10,3112.0,3020.05,2024-01,3024.0,3590297,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.027731705698931835,0.037420061470042836,1.2978112891402245,-0.06670855586972457
ADANIENT,3080.9,2024-01-11,3129.0,3065.0,2024-01,3120.0,2008103,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.005583887418500977,0.03733209622939186,1.2905644570112058,-0.06670855586972457
ADANIENT,3104.1,2024-01-12,3125.0,3068.2,2024-01,3096.35,1795933,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.007530267129734759,0.037036900490989955,1.3002827521206413,-0.06670855586972457
ADANIENT,3089.5,2024-01-15,3130.0,3067.45,2024-01,3127.0,1407007,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.0047034567185335234,0.0371041174554001,1.2941669284741861,-0.06670855586972457
ADANIENT,3056.5,2024-01-16,3104.5,3035.0,2024-01,3095.0,2515564,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.010681340022657387,0.0353812648734724,1.280343491465075,-0.06670855586972457
ADANIENT,2971.05,2024-01-17,3045.0,2946.3,2024-01,3033.0,2897218,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.02795681334860128,0.018463122139799892,1.2445491674520897,-0.06670855586972457
ADANIENT,2918.9,2024-01-18,2985.0,2885.1,2024-01,2975.55,2552342,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.01755271705289379,0.018135361148492516,1.2227039480573887,-0.06670855586972457
ADANIENT,2915.65,2024-01-19,2949.45,2903.05,2024-01,2945.35,2014096,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.0011134331426222207,0.018137587197589195,1.2213425489580065,-0.06670855586972457
ADANIENT,2987.9,2024-01-20,3015.85,2890.5,2024-01,2930.0,1878793,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.024780066194502084,0.018124754594628256,1.251607498167348,-0.06670855586972457
ADANIENT,2896.55,2024-01-23,3014.95,2885.5,2024-01,3014.95,1827002,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.03057331235985137,0.01896866083170983,1.2133417111739455,-0.06670855586972457
ADANIENT,2903.45,2024-01-24,2929.1,2871.25,2024-01,2901.0,5807940,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.0023821442750857525,0.01897130420966231,1.2162320661849413,-0.06670855586972457
ADANIENT,2893.6,2024-01-25,2926.35,2804.4,2024-01,2903.45,2601969,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.003392515800168734,0.018957498076790456,1.212105979683737,-0.06670855586972457
ADANIENT,3064.65,2024-01-29,3092.7,2923.05,2024-01,2929.0,4402976,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.059113215371855196,0.02176689735852262,1.2837574615142953,-0.06670855586972457
ADANIENT,3091.1,2024-01-30,3129.9,3020.9,2024-01,3081.0,3115506,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.008630675607328673,0.02097643641194702,1.2948371557231129,-0.06670855586972457
ADANIENT,3142.0,2024-01-31,3151.7,3072.4,2024-01,3092.75,2671051,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.016466630002264594,0.02113277893540113,1.31615876007959,-0.06670855586972457
ADANIENT,3153.5,2024-02-01,3236.95,3083.05,2024-02,3156.9,4686595,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.00366008911521324,0.020938543288930307,1.32097601843125,-0.06670855586972457
ADANIENT,3157.45,2024-02-02,3208.5,3140.0,2024-02,3184.95,2708695,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.0012525765022989752,0.018074678991104452,1.3226306419520375,-0.06670855586972457
ADANIENT,3173.45,2024-02-05,3229.4,3151.45,2024-02,3170.0,2191195,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.0050673803227287845,0.018073403943250427,1.3293329144413033,-0.06670855586972457
ADANIENT,3203.75,2024-02-06,3228.2,3160.0,2024-02,3183.9,2078891,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.009547968299484845,0.01809638088746981,1.3420253429678506,-0.06670855586972457
ADANIENT,3229.85,2024-02-07,3277.95,3210.0,2024-02,3220.05,2095911,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.008146703082325372,0.017865369126161986,1.3529584249659656,-0.06670855586972457
ADANIENT,3168.6,2024-02-08,3245.6,3146.1,2024-02,3245.6,1679004,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.018963728965741444,0.01823722478377889,1.3273012880929946,-0.06670855586972457
ADANIENT,3215.2,2024-02-09,3224.95,3121.2,2024-02,3184.45,1572789,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.014706810578804491,0.01809927448771355,1.3468216567179814,-0.06670855586972457
ADANIENT,3169.75,2024-02-12,3241.95,3160.0,2024-02,3229.0,1083138,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.014135979099278372,0.018328038794359312,1.3277830139281606,-0.06670855586972457
ADANIENT,3178.45,2024-02-13,3194.0,3092.05,2024-02,3180.0,1225207,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.0027446959539395278,0.017925326521222293,1.3314273745941987,-0.06670855586972457
ADANIENT,3207.2,2024-02-14,3255.25,3169.85,2024-02,3184.0,1741264,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.00904528937060517,0.01795515831302206,1.3434705204733484,-0.06670855586972457
ADANIENT,3193.8,2024-02-15,3252.75,3184.05,2024-02,3219.85,2035204,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.004178099276627475,0.017555955219306273,1.3378573672635883,-0.06670855586972457
ADANIENT,3223.6,2024-02-16,3252.3,3192.65,2024-02,3214.0,2193673,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.009330577994864964,0.017587993255036773,1.3503403497748458,-0.06670855586972457
ADANIENT,3258.8,2024-02-19,3308.6,3235.8,2024-02,3240.0,1779444,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.010919468916739134,0.017654064406646304,1.365085349251231,-0.06670855586972457
ADANIENT,3228.6,2024-02-20,3269.8,3210.15,2024-02,3267.0,1467630,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.00926721492573962,0.017507713735367584,1.3524348099277415,-0.06670855586972457
ADANIENT,3223.2,2024-02-21,3300.0,3205.0,2024-02,3238.0,1657021,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.0016725515703401137,0.017316893119933053,1.3501727929626142,-0.06670855586972457
ADANIENT,3263.05,2024-02-22,3274.0,3210.5,2024-02,3239.0,1138722,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.012363489699677453,0.016759285105935596,1.366865640381192,-0.06670855586972457
ADANIENT,3273.3,2024-02-23,3319.95,3225.1,2024-02,3263.05,1975035,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.0031412328956038063,0.016701189570602838,1.371159283694628,-0.06670855586972457
ADANIENT,3327.75,2024-02-26,3344.0,3263.0,2024-02,3272.0,1695378,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.01663458894693423,0.01688395638574108,1.3939679547596608,-0.06670855586972457
ADANIENT,3302.3,2024-02-27,3340.0,3273.0,2024-02,3339.0,1125570,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.007647810081887106,0.01693550031242864,1.3833071525814225,-0.06670855586972457
ADANIENT,3219.0,2024-02-28,3318.8,3207.5,2024-02,3309.2,1358879,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,-0.025224843291039634,0.017519760941577704,1.348413446434182,-0.06670855586972457
ADANIENT,3285.4,2024-02-29,3304.75,3205.35,2024-02,3220.05,1352988,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.020627524075799965,0.01690168594130318,1.3762278772646355,-0.06670855586972457
ADANIENT,3318.75,2024-03-01,3346.0,3281.8,2024-03,3309.85,1161067,ADANI ENTERPRISES,MISCELLANEOUS,05:30:00,0.010150970962439857,0.016463204023486774,1.390197926484449,-0.06670855586972457
